row	weekday	time	conf	national_tv	opp_win_p	opp_all_stars	win_p	attendance
340	Th	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5267851349431886	13499
341	Su	7:00 pm	Non-Conference	Yes	More than 60%	1	0.4503639490238065	15062
342	M	7:00 pm	Non-Conference	No	Less than 40%	1	0.5710860211676633	11143
343	M	7:00 pm	Non-Conference	No	40% - 60%	2	0.3919680610549884	13594
344	W	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.4637005132286294	9058
345	M	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.588291197973375	9637
346	Sa	7:00 pm	Non-Conference	Yes	More than 60%	1	0.4468883680195057	15992
347	Fr	5:00 pm	conference	No	40% - 60%	0	0.50839002266314115	15430
348	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	2	0.5746921356347189	15178
349	Su	5:00 pm	Non-Conference	No	More than 60%	0	0.41200018896570406	13389
350	Fr	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.48773477815652055	11054
351	Th	7:00 pm	Rivalry	Yes	40% - 60%	1	0.4264237185459784	21057
352	Th	7:00 pm	conference	No	More than 60%	0	0.4205864339019557	17085
353	Fr	7:00 pm	Non-Conference	No	More than 60%	0	0.5142626809478038	14586
354	Th	7:00 pm	conference	No	More than 60%	1	0.3811673792928329	17850
355	M	2:00 pm	Non-Conference	No	40% - 60%	2	0.5124113639492633	11140
356	M	7:00 pm	conference	Yes	Less than 40%	0	0.41324958939754985	12649
357	Sa	5:00 pm	Rivalry	No	40% - 60%	0	0.5810641992453425	21452
358	Sa	5:00 pm	Non-Conference	No	40% - 60%	0	0.5216906633737661	13637
359	Sa	7:00 pm	Non-Conference	No	More than 60%	1	0.5473750845629662	17024
360	Sa	7:00 pm	conference	Yes	40% - 60%	0	0.46255461145143395	16631
361	Sa	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.47115872657595437	13082
362	Th	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.4995388565967233	11341
363	W	5:00 pm	conference	No	More than 60%	0	0.7187010855068727	16319
364	Fr	5:00 pm	Non-Conference	Yes	Less than 40%	3	0.5146973849187264	12658
365	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.41443477145441315	8517
366	W	7:00 pm	Non-Conference	No	Less than 40%	0	0.40798745109206985	9528
367	Su	7:00 pm	conference	No	40% - 60%	2	0.620573640591681	18239
368	Su	7:00 pm	Non-Conference	No	40% - 60%	0	0.40452200495323204	13128
369	W	2:00 pm	Rivalry	Yes	40% - 60%	0	0.33956597927400595	15914
370	Th	7:00 pm	conference	No	Less than 40%	1	0.5185885111708752	14379
371	Fr	5:00 pm	conference	Yes	More than 60%	1	0.4079081810934131	17282
372	Su	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5348841584406119	14956
373	Tu	5:00 pm	conference	No	More than 60%	0	0.7259108546484826	16150
374	Th	5:00 pm	conference	Yes	40% - 60%	3	0.5684283172641034	16300
375	Sa	5:00 pm	conference	No	Less than 40%	1	0.5199963559017599	15073
376	Fr	7:00 pm	conference	No	40% - 60%	0	0.5884738027295116	16415
377	W	5:00 pm	Non-Conference	No	Less than 40%	1	0.6940955137657292	9766
378	Tu	7:00 pm	conference	Yes	More than 60%	1	0.5391684141033153	18387
379	Tu	7:00 pm	Non-Conference	No	Less than 40%	1	0.533753275972655	11157
380	W	7:00 pm	conference	No	More than 60%	1	0.49624019977870787	17640
381	W	2:00 pm	Non-Conference	No	40% - 60%	0	0.4771024356399778	8495
382	W	7:00 pm	Non-Conference	No	More than 60%	0	0.2764724902744836	13366
383	Sa	7:00 pm	Non-Conference	No	Less than 40%	1	0.486169687194316	13009
384	W	7:00 pm	Non-Conference	No	More than 60%	1	0.5991701701828694	14495
385	W	5:00 pm	conference	Yes	Less than 40%	0	0.6221643432214625	10570
386	Tu	5:00 pm	conference	Yes	40% - 60%	1	0.47773163354042747	14116
387	Su	2:00 pm	conference	No	40% - 60%	0	0.5560032038300216	13183
388	Th	7:00 pm	Non-Conference	No	More than 60%	1	0.48239815300998645	13596
389	Th	7:00 pm	Non-Conference	No	40% - 60%	0	0.7625660156260092	11869
390	M	7:00 pm	conference	Yes	More than 60%	0	0.6024538674368278	16192
391	W	7:00 pm	Non-Conference	No	More than 60%	0	0.4264791876378246	13889
392	Sa	7:00 pm	conference	Yes	40% - 60%	0	0.4795026208733262	15986
393	Su	2:00 pm	conference	Yes	40% - 60%	1	0.46469792040187147	12322
394	Th	2:00 pm	conference	No	40% - 60%	1	0.49276733102874826	12794
395	W	7:00 pm	conference	Yes	More than 60%	0	0.5390957333394659	16857
396	Su	7:00 pm	Non-Conference	No	40% - 60%	1	0.6115572873904952	13964
397	Su	5:00 pm	conference	No	Less than 40%	0	0.4828759046411343	13060
398	Fr	7:00 pm	conference	No	Less than 40%	0	0.4164861951978982	14411
399	Su	7:00 pm	conference	No	More than 60%	1	0.48657097429139895	18340
400	Sa	5:00 pm	conference	Yes	Less than 40%	0	0.4774192879302413	13233
401	Tu	7:00 pm	conference	No	40% - 60%	1	0.5426817060149399	16869
402	Su	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.4064128462840069	12171
403	Sa	7:00 pm	conference	No	More than 60%	0	0.49851903183969576	17883
404	Su	5:00 pm	conference	Yes	40% - 60%	0	0.5952032096193041	14813
405	Fr	7:00 pm	Non-Conference	No	40% - 60%	0	0.4304532823162377	13332
406	M	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.5256061576503697	9162
407	M	5:00 pm	Non-Conference	No	40% - 60%	0	0.48255951569376754	10484
408	M	5:00 pm	conference	No	Less than 40%	0	0.6221304007348509	12270
409	Th	7:00 pm	conference	Yes	Less than 40%	0	0.5587654207958445	12468
410	Th	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5338363532753242	13765
411	Fr	7:00 pm	conference	Yes	40% - 60%	0	0.5910868984359394	15040
412	M	7:00 pm	Non-Conference	Yes	More than 60%	0	0.5046479386186976	13447
413	Su	5:00 pm	conference	No	40% - 60%	3	0.5230807814915285	17600
414	Tu	5:00 pm	conference	No	Less than 40%	1	0.36556356777070786	12215
415	Tu	5:00 pm	Non-Conference	No	Less than 40%	0	0.622320676296473	8815
416	W	2:00 pm	Non-Conference	Yes	More than 60%	0	0.54534233452244	10703
417	Fr	2:00 pm	conference	Yes	Less than 40%	0	0.35571339291908305	9434
418	Sa	2:00 pm	Non-Conference	No	40% - 60%	1	0.5075493643997435	11787
419	Su	7:00 pm	Non-Conference	No	Less than 40%	1	0.4551241703955757	12030
420	M	7:00 pm	Non-Conference	No	More than 60%	0	0.6015240346147223	14432
421	W	7:00 pm	conference	Yes	More than 60%	1	0.2796628826967318	17170
422	Sa	5:00 pm	conference	No	Less than 40%	0	0.5841185490574423	14151
423	Th	7:00 pm	Non-Conference	Yes	More than 60%	2	0.574105755432503	15979
424	Tu	7:00 pm	Non-Conference	No	40% - 60%	1	0.6304350888421011	13745
425	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.2806415918360751	8118
426	M	7:00 pm	Non-Conference	Yes	More than 60%	3	0.5171815470337804	16202
427	M	5:00 pm	conference	No	40% - 60%	0	0.5159303997139034	14494
428	Su	7:00 pm	conference	No	40% - 60%	0	0.4628493915789731	15230
429	Sa	7:00 pm	Rivalry	Yes	Less than 40%	1	0.43426769884310745	20242
430	M	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.5088491803028823	9797
431	W	2:00 pm	conference	No	40% - 60%	0	0.6410692620287436	11490
432	Fr	5:00 pm	conference	Yes	40% - 60%	1	0.2921965472254787	15117
433	Fr	7:00 pm	conference	Yes	40% - 60%	0	0.5532688076464843	15453
434	Su	5:00 pm	Non-Conference	Yes	More than 60%	1	0.5448108693332451	14188
435	Tu	5:00 pm	conference	No	More than 60%	0	0.5510112078810452	16354
436	Tu	7:00 pm	Non-Conference	No	40% - 60%	1	0.3936536215077061	12523
437	Sa	2:00 pm	Non-Conference	Yes	More than 60%	0	0.5578749890813666	11556
438	M	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.4622803713322389	10046
439	Th	7:00 pm	Non-Conference	Yes	40% - 60%	3	0.4400997287143542	14496
440	Tu	5:00 pm	Rivalry	No	40% - 60%	0	0.4310571495156687	19341
441	Fr	7:00 pm	conference	No	More than 60%	0	0.3598102737630181	18127
442	W	5:00 pm	Non-Conference	No	40% - 60%	0	0.309014902392616	10576
443	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.443231777403228	7292
444	Sa	7:00 pm	conference	No	40% - 60%	1	0.3482193729322184	16695
445	M	5:00 pm	conference	Yes	40% - 60%	0	0.6012970711277441	13537
446	Fr	5:00 pm	conference	No	40% - 60%	1	0.622775336744645	16344
447	Su	5:00 pm	conference	No	40% - 60%	1	0.438485227367814	15433
448	M	5:00 pm	Non-Conference	No	40% - 60%	2	0.4780461170948645	13571
449	Fr	2:00 pm	conference	No	More than 60%	0	0.597754379276371	14000
450	Su	5:00 pm	conference	No	Less than 40%	0	0.4457381345330143	13316
451	Su	7:00 pm	conference	Yes	More than 60%	0	0.44647036353612113	17364
452	Th	5:00 pm	conference	No	Less than 40%	0	0.49047829621659805	12115
453	W	2:00 pm	conference	No	40% - 60%	1	0.6295261584197156	12602
454	Fr	7:00 pm	conference	No	40% - 60%	1	0.6514345860072193	17111
455	Su	2:00 pm	conference	Yes	Less than 40%	1	0.5323767470248353	10927
456	Th	2:00 pm	Non-Conference	Yes	40% - 60%	0	0.43336077545717	7753
457	Tu	7:00 pm	conference	Yes	40% - 60%	0	0.8028197182080508	14339
458	Tu	7:00 pm	Rivalry	No	40% - 60%	0	0.43129848955587025	19434
459	W	7:00 pm	Non-Conference	No	40% - 60%	1	0.32057286747455693	12371
460	Th	7:00 pm	Non-Conference	No	40% - 60%	1	0.46225617954733084	13527
461	W	7:00 pm	conference	Yes	Less than 40%	1	0.42751462639929094	12870
462	M	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.46064360114277886	7224
463	W	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5153434329853428	14235
464	Sa	5:00 pm	conference	No	40% - 60%	0	0.42208144008957527	16117
465	Sa	7:00 pm	Non-Conference	No	More than 60%	0	0.4261519311982925	15586
466	M	2:00 pm	Non-Conference	Yes	More than 60%	1	0.5119571470221519	11091
467	M	7:00 pm	Non-Conference	No	40% - 60%	0	0.4806364846344042	12286
468	W	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5519136859928716	14212
469	Tu	2:00 pm	conference	Yes	More than 60%	1	0.37563439136857696	13025
470	Sa	5:00 pm	conference	Yes	40% - 60%	2	0.5469019388570253	17415
471	Sa	7:00 pm	Rivalry	No	More than 60%	0	0.42333599028479624	23726
472	Th	7:00 pm	conference	No	Less than 40%	1	0.4282626717153454	12904
473	M	7:00 pm	Non-Conference	No	Less than 40%	0	0.5157512081144471	9262
474	Tu	7:00 pm	conference	No	40% - 60%	0	0.4306828098981771	15270
475	Th	7:00 pm	conference	Yes	40% - 60%	2	0.5810511102427163	17058
476	Su	7:00 pm	Non-Conference	Yes	More than 60%	2	0.46207995887813025	14985
477	Su	5:00 pm	Non-Conference	No	Less than 40%	0	0.44086170301893574	9846
478	Sa	7:00 pm	conference	Yes	40% - 60%	0	0.46338522502656865	16509
479	Fr	7:00 pm	conference	No	Less than 40%	0	0.39888970262516904	13080
480	Th	5:00 pm	Non-Conference	Yes	Less than 40%	3	0.6044981389150348	10754
481	Sa	5:00 pm	conference	Yes	40% - 60%	1	0.3948299496281099	16117
482	Su	5:00 pm	conference	Yes	More than 60%	0	0.5454458256488864	15907
483	Sa	7:00 pm	Non-Conference	Yes	More than 60%	2	0.6034218885880057	17619
484	W	7:00 pm	conference	Yes	40% - 60%	2	0.5683466861983959	16259
485	M	2:00 pm	conference	Yes	40% - 60%	2	0.5932261944831199	13566
486	Th	7:00 pm	Non-Conference	No	More than 60%	0	0.5688793271171714	13977
487	Th	7:00 pm	conference	Yes	40% - 60%	0	0.46661724703305413	14628
488	Tu	7:00 pm	Non-Conference	No	Less than 40%	2	0.7765899642891341	11643
489	Tu	5:00 pm	Non-Conference	No	40% - 60%	0	0.5486426128290514	10554
490	Th	7:00 pm	Non-Conference	No	More than 60%	1	0.4965248487847761	15405
491	Tu	7:00 pm	Non-Conference	No	40% - 60%	1	0.3568493341138368	11703
492	Fr	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.501016053371198	9981
493	Th	5:00 pm	conference	No	More than 60%	3	0.5568448920095155	20503
494	Tu	7:00 pm	conference	Yes	More than 60%	0	0.6507557990572452	15401
495	Fr	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.606301201567307	10337
496	Sa	7:00 pm	Non-Conference	No	Less than 40%	3	0.5174645653525684	14753
497	M	5:00 pm	conference	No	More than 60%	0	0.549648523742257	15814
498	Tu	2:00 pm	Non-Conference	Yes	40% - 60%	0	0.5941237458116484	8406
499	Fr	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.4834101370737617	11180
500	W	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.4842630228499129	9204
501	M	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.517021554659304	7582
502	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.3985060329861968	11043
503	W	5:00 pm	Non-Conference	No	Less than 40%	1	0.5307652700652679	10319
504	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.6742243109798463	9581
505	Sa	5:00 pm	Non-Conference	No	40% - 60%	1	0.27718692460409555	12939
506	Tu	7:00 pm	Non-Conference	No	More than 60%	1	0.5774079533819513	14163
507	Su	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.5950650075034998	11553
508	Th	7:00 pm	Non-Conference	No	Less than 40%	2	0.43373989300372184	11139
509	W	7:00 pm	Non-Conference	No	Less than 40%	0	0.5606511754659471	9938
510	M	2:00 pm	conference	Yes	Less than 40%	2	0.43638342143275005	10347
511	Su	5:00 pm	conference	Yes	Less than 40%	1	0.4195590754256445	13007
512	Tu	7:00 pm	Non-Conference	No	40% - 60%	0	0.38285896835440086	11900
513	Th	7:00 pm	conference	No	40% - 60%	0	0.4329376712713452	14014
514	W	5:00 pm	Non-Conference	No	More than 60%	0	0.5473097186546985	12610
515	Su	5:00 pm	conference	No	Less than 40%	2	0.5883765210632443	14854
516	Su	2:00 pm	Non-Conference	Yes	Less than 40%	2	0.5778523045005983	8971
517	W	7:00 pm	Non-Conference	No	More than 60%	1	0.5718198804867963	14685
518	Su	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.48868673206453517	12239
519	Tu	5:00 pm	conference	Yes	More than 60%	0	0.3875834466253793	16020
520	Su	7:00 pm	conference	No	More than 60%	1	0.4473623326975259	18304
521	Tu	7:00 pm	Rivalry	No	More than 60%	0	0.49839609472551694	22797
522	M	5:00 pm	Non-Conference	No	40% - 60%	1	0.5630026225616693	11564
523	W	5:00 pm	Non-Conference	Yes	Less than 40%	3	0.4944809276940649	10643
524	Tu	7:00 pm	Non-Conference	No	More than 60%	1	0.5515142991895048	14955
525	W	2:00 pm	Non-Conference	Yes	Less than 40%	0	0.4783351480447129	6699
526	W	7:00 pm	Non-Conference	No	Less than 40%	0	0.6739460912176198	10072
527	Th	7:00 pm	Non-Conference	No	40% - 60%	0	0.350292020472183	11750
528	Tu	7:00 pm	conference	No	More than 60%	1	0.5886728375002304	17446
529	W	7:00 pm	Non-Conference	Yes	More than 60%	1	0.48288145965684964	14274
530	M	7:00 pm	conference	Yes	More than 60%	1	0.48505769931220855	17377
531	Su	5:00 pm	conference	No	40% - 60%	0	0.5827741808068507	15494
532	Fr	7:00 pm	Non-Conference	No	Less than 40%	0	0.2803755116581729	10677
533	Tu	2:00 pm	Non-Conference	Yes	Less than 40%	1	0.4639998357613488	7701
534	Fr	7:00 pm	Non-Conference	No	40% - 60%	0	0.4398585260254023	12050
535	Fr	7:00 pm	conference	Yes	Less than 40%	1	0.47652922563491235	14625
536	Tu	5:00 pm	Non-Conference	No	Less than 40%	2	0.540157867436229	10837
537	W	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.7716213534520235	10203
538	M	5:00 pm	Non-Conference	No	40% - 60%	0	0.5951682631926224	11751
539	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.4532137161381762	9882
540	Th	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5898273267563585	10733
541	Th	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.5836969344731062	11259
542	Th	7:00 pm	Non-Conference	No	40% - 60%	0	0.6645632503676111	12032
543	Sa	7:00 pm	conference	Yes	Less than 40%	0	0.43492892278096884	13594
544	Th	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5097012562495079	11427
545	M	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.6851783792545216	10663
546	Sa	5:00 pm	Rivalry	Yes	More than 60%	0	0.4351134517424601	22388
547	W	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5901338366401754	12255
548	M	5:00 pm	Non-Conference	No	40% - 60%	0	0.5609914926842313	11833
549	Sa	5:00 pm	Non-Conference	No	Less than 40%	3	0.4755322760733017	13861
550	W	5:00 pm	conference	Yes	More than 60%	1	0.6003421037779222	16476
551	M	5:00 pm	conference	No	40% - 60%	0	0.47249769760848215	13799
552	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	3	0.5079926035329524	11288
553	Su	2:00 pm	Non-Conference	No	40% - 60%	1	0.6942178966141508	11060
554	Sa	5:00 pm	Non-Conference	No	40% - 60%	1	0.6169916061581512	14052
555	Fr	5:00 pm	Non-Conference	Yes	More than 60%	3	0.551906978205807	16290
556	M	7:00 pm	Non-Conference	No	40% - 60%	1	0.28381590039270344	12504
557	Th	7:00 pm	Non-Conference	No	40% - 60%	1	0.6448712148475754	12509
558	Fr	7:00 pm	conference	Yes	More than 60%	0	0.4657842515279879	17968
559	W	2:00 pm	Rivalry	No	Less than 40%	1	0.5408920431336719	15877
560	Sa	7:00 pm	conference	No	Less than 40%	0	0.5670385625583911	14664
561	Fr	7:00 pm	Non-Conference	No	More than 60%	1	0.5210978589927001	15762
562	Fr	7:00 pm	Non-Conference	No	40% - 60%	1	0.5943844122972771	13544
563	W	7:00 pm	conference	No	More than 60%	1	0.6207627238683112	17714
564	Su	7:00 pm	Non-Conference	No	More than 60%	2	0.5094063482488098	17070
565	Su	5:00 pm	Non-Conference	No	Less than 40%	1	0.6250057769883841	11718
566	Fr	5:00 pm	conference	Yes	Less than 40%	1	0.582814943700832	13298
567	Fr	7:00 pm	conference	No	40% - 60%	1	0.39976852348347225	16759
568	M	2:00 pm	conference	Yes	More than 60%	0	0.5716364430220944	13167
569	Th	7:00 pm	conference	No	More than 60%	1	0.49624017882183963	16939
570	M	7:00 pm	Non-Conference	Yes	More than 60%	3	0.5941214891434728	16089
571	Su	5:00 pm	Non-Conference	Yes	More than 60%	3	0.6114066628204652	16211
572	Tu	2:00 pm	Rivalry	Yes	Less than 40%	2	0.3905817815752201	15119
573	Sa	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5915726302648747	13499
574	W	7:00 pm	conference	Yes	40% - 60%	1	0.4832896557936545	14868
575	W	5:00 pm	Non-Conference	No	More than 60%	0	0.6521604357488214	12999
576	W	2:00 pm	Rivalry	Yes	Less than 40%	0	0.41145102513066373	13803
577	Tu	5:00 pm	conference	No	40% - 60%	0	0.39758342949688397	13233
578	M	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5661147950718399	12427
579	W	7:00 pm	Non-Conference	No	Less than 40%	2	0.5052037335844647	11876
580	Fr	7:00 pm	Non-Conference	No	More than 60%	3	0.49343459074020124	18391
581	M	5:00 pm	Non-Conference	No	Less than 40%	3	0.5712438239758465	12321
582	Th	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5114496004463244	12346
583	Th	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.5862514324238135	8696
584	Fr	7:00 pm	conference	Yes	Less than 40%	0	0.4848895903605716	12747
585	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.5467193900961036	7294
586	Th	7:00 pm	Non-Conference	No	40% - 60%	1	0.5600512079651803	12719
587	W	5:00 pm	Rivalry	No	Less than 40%	0	0.5143420929113777	17538
588	Su	5:00 pm	conference	Yes	Less than 40%	0	0.5759647463991042	11690
589	W	7:00 pm	conference	Yes	More than 60%	0	0.32654191082777234	17096
590	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5675241032464373	11023
591	W	7:00 pm	conference	Yes	40% - 60%	2	0.4401500898541617	16068
592	W	5:00 pm	conference	Yes	More than 60%	1	0.5764173445471128	15703
593	Sa	5:00 pm	conference	No	40% - 60%	1	0.5006865046082782	16052
594	Th	5:00 pm	Non-Conference	No	More than 60%	2	0.44000356723010914	13848
595	Su	5:00 pm	conference	Yes	More than 60%	0	0.4298517067246627	16413
596	W	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.5355040331936111	9958
597	W	2:00 pm	Rivalry	Yes	Less than 40%	1	0.46783925608062565	15381
598	Fr	7:00 pm	Non-Conference	No	40% - 60%	3	0.6100758067607621	15336
599	W	7:00 pm	conference	No	40% - 60%	0	0.5692082749911331	14098
600	Sa	5:00 pm	Non-Conference	No	40% - 60%	0	0.5999093268092902	13697
601	W	5:00 pm	conference	Yes	More than 60%	0	0.5223807713841179	15528
602	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.6057145893633159	10322
603	Sa	2:00 pm	Rivalry	No	Less than 40%	1	0.438278873213614	17466
604	W	2:00 pm	Non-Conference	No	Less than 40%	1	0.5677901271409487	7727
605	Tu	5:00 pm	Non-Conference	No	More than 60%	1	0.4191384321466807	13019
606	Su	7:00 pm	Rivalry	Yes	40% - 60%	0	0.3770007625764951	19952
607	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.45020725404781736	12116
608	W	7:00 pm	conference	Yes	More than 60%	1	0.5548860177549033	17961
609	Th	2:00 pm	Non-Conference	Yes	40% - 60%	1	0.4280195047902914	8925
610	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.4835068585536306	10306
611	Su	7:00 pm	Non-Conference	No	40% - 60%	1	0.5452265324328207	14014
612	Sa	7:00 pm	Rivalry	No	40% - 60%	3	0.5955265677944224	25067
613	W	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.35894970293142525	10679
614	Th	7:00 pm	conference	No	40% - 60%	1	0.32276871594267575	16082
615	M	7:00 pm	conference	No	40% - 60%	0	0.4200959271846511	15419
616	W	2:00 pm	conference	No	40% - 60%	1	0.6210102902986852	13266
617	Su	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.44342190234415446	12666
618	Sa	5:00 pm	conference	Yes	More than 60%	0	0.47503119850703573	18384
619	W	2:00 pm	Non-Conference	Yes	More than 60%	1	0.6488642655938668	11299
620	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	3	0.6068407730132386	15445
621	Sa	5:00 pm	Non-Conference	No	40% - 60%	0	0.540173800985028	13083
622	Sa	7:00 pm	conference	Yes	More than 60%	1	0.5908884214371644	19201
623	Tu	5:00 pm	conference	Yes	More than 60%	3	0.4588192906254085	17463
624	Th	7:00 pm	conference	Yes	40% - 60%	2	0.520570574785832	16487
625	M	7:00 pm	conference	Yes	40% - 60%	1	0.643850278648635	14167
626	M	7:00 pm	Non-Conference	Yes	40% - 60%	3	0.4729736631199462	14141
627	M	5:00 pm	conference	No	Less than 40%	1	0.3786435582146032	12175
628	W	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.4818992955856041	11874
629	Fr	7:00 pm	conference	Yes	40% - 60%	1	0.5014763755644618	16512
630	Tu	7:00 pm	Non-Conference	No	40% - 60%	0	0.696003195389183	13049
631	Sa	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.5120860830223952	13688
632	W	5:00 pm	Non-Conference	No	40% - 60%	3	0.5970231746478047	13841
633	W	5:00 pm	Non-Conference	No	Less than 40%	1	0.6233308586474049	10650
634	W	7:00 pm	Non-Conference	No	40% - 60%	0	0.5319092554529279	11945
635	W	2:00 pm	Non-Conference	Yes	More than 60%	0	0.5245062876163291	9913
636	Tu	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.40700507086418514	10354
637	Fr	5:00 pm	Rivalry	No	Less than 40%	2	0.4975767981880591	19400
638	Tu	5:00 pm	conference	Yes	40% - 60%	3	0.4786806516383377	16788
639	W	7:00 pm	Rivalry	Yes	Less than 40%	1	0.49255806836285615	18215
